date,product_id,total_amt
2019-09-23,a637f4f2,1030.59
2019-09-23,335bf47b,423.82
2019-09-23,eac052c5,1222.56
2019-09-23,573b3140,275.73
2019-09-23,f33d73ff,888.85
2019-09-23,257803a3,1553.3
2019-09-24,8f40b54f,310.29
2019-09-24,e28e301a,1168.63
2019-09-24,438b7061,2778.46
2019-09-24,51fefc12,438.39
2019-09-24,25889643,101.05
2019-09-24,d6f5a85d,1676.2
2019-09-24,6ce8243f,221.11
2019-09-24,e4aa83b4,1553.73
2019-09-24,ac1d8f46,895.17
2019-09-24,48f290b8,1015.09
2019-09-24,6b5103d3,1806.67
2019-09-24,f090045a,2166.58
2019-09-24,0b92562a,790.62
2019-09-24,7d04626d,1234.98
2019-09-24,6d5c0f3a,204.18
2019-09-24,03ad299e,539.88
2019-09-24,f86e7f85,1851.47
2019-09-24,7c96a8da,2556.4
2019-09-24,77d3ae82,1156.33
2019-09-24,d6e3dc6b,1069.78
2019-09-24,60a467f8,880.01
2019-09-24,6f362a61,716.06
2019-09-24,aa4d9791,793.53
2019-09-24,0ef6cf31,1423.82
2019-09-24,158e30b6,1215.4
2019-09-24,86d58470,119.93
2019-09-24,fdcf3ec5,1162.42
2019-09-24,3674e47c,1209.11
2019-09-24,6fa956df,827.26
2019-09-24,49a27a8c,394.75
2019-09-24,8ecc4ea7,1779.5
2019-09-24,e736ba5d,1520.48
2019-09-24,1ec17bcb,1765.15
2019-09-24,f4764585,1471.28
2019-09-24,7641224e,1977.36
2019-09-24,21083fe9,3273.06
2019-09-24,2a2e3796,3058.4
2019-09-24,dc0242cd,1569.6
2019-09-24,367ff926,1299.56
2019-09-24,0f435173,2382.94
2019-09-24,aa2de5b6,1515.01
2019-09-24,528d9cff,522.65
2019-09-24,4230361c,547.62
2019-09-24,aee81942,1889.02
2019-09-24,c8c71204,1537.71
2019-09-24,047edd4d,510.84
2019-09-24,e129c4bf,1689.36
2019-09-24,7e701719,2268.2
2019-09-24,a16ef134,2125.13
2019-09-24,f7577ae9,239.64
2019-09-24,2bfe7621,630.62
2019-09-24,722aa0d5,429.62
2019-09-24,785c1948,697.65
2019-09-24,a1e0ce88,363.92
2019-09-24,c720b985,2201.48
2019-09-24,a1193aba,1123.27
2019-09-24,83aa2744,2019.24
2019-09-24,2bcee1f9,1214.23
2019-09-24,a4b3ec15,1486.26
2019-09-24,d749f7e0,1017.36
2019-09-24,fdc3c68d,1412.31
2019-09-24,d075be3d,713.08
2019-09-24,44b90490,108.98
2019-09-24,e5dd56b9,615.86
2019-09-24,733f4982,1671.56
2019-09-24,677c489b,1341.67
2019-09-24,4c437167,1845.16
2019-09-24,97c23de4,2323.5
2019-09-24,ebce9a73,351.22
2019-09-24,8ce1c0c5,1690.4
2019-09-24,bfacfbf0,1243.0
2019-09-24,cf48c632,203.1
2019-09-24,55f0281b,400.65
2019-09-24,7dfc933f,1604.42
2019-09-24,31d98a6a,814.41
2019-09-24,7f247171,1716.6
2019-09-24,09ced772,1524.34
2019-09-24,fa43322a,2608.03
2019-09-24,69d0a9b3,522.2
2019-09-24,14baa982,1345.98
2019-09-24,5ee3ad1d,1103.6
2019-09-24,61a123f8,907.44
2019-09-24,89d58076,143.39
2019-09-24,8ec0400b,1363.29
2019-09-24,a6d13cea,1220.17
2019-09-24,1fbbaa65,280.43
2019-09-24,c8575c03,1370.47
2019-09-24,829c4f6b,1514.68
2019-09-24,8e351335,1380.19
2019-09-24,78f0fbc7,2494.08
2019-09-24,dda1674e,1283.09
2019-09-24,5795f5b1,534.03
2019-09-24,73ac53dc,590.55
2019-09-24,745365ef,1667.91
2019-09-24,aa86fa16,1762.03
2019-09-24,6af326d8,1174.48
2019-09-24,f8f359db,617.02
2019-09-24,f6580645,933.5
2019-09-24,b657483d,1744.36
2019-09-24,05065d8d,718.25
2019-09-24,ee4130cb,224.9
2019-09-24,bc7eaa47,1232.3
2019-09-24,5fa00ef2,1745.99
2019-09-24,df29eacd,684.01
2019-09-24,2795e32e,1169.82
2019-09-24,077ef06b,2458.56
2019-09-24,17d73797,1384.86
2019-09-24,903d9cff,1748.25
2019-09-24,319ed717,384.92
2019-09-24,a72fb910,2087.06
2019-09-24,af20bca1,1090.13
2019-09-24,509fce59,786.48
2019-09-24,8e89ccd1,2347.15
2019-09-24,14ef30b8,778.01
2019-09-24,2496461c,2114.82
2019-09-24,a637f4f2,1060.8
2019-09-24,335bf47b,558.63
2019-09-24,eac052c5,1544.64
2019-09-24,573b3140,289.22
2019-09-24,f33d73ff,1421.07
2019-09-24,257803a3,1546.3
2019-09-25,8f40b54f,345.67
2019-09-25,e28e301a,1194.91
2019-09-25,438b7061,2599.57
2019-09-25,51fefc12,487.9
2019-09-25,25889643,129.41
2019-09-25,d6f5a85d,821.17
2019-09-25,6ce8243f,400.78
2019-09-25,e4aa83b4,1754.81
2019-09-25,ac1d8f46,705.66
2019-09-25,48f290b8,1080.96
2019-09-25,6b5103d3,2087.36
2019-09-25,f090045a,1884.2
2019-09-25,0b92562a,1363.5
2019-09-25,7d04626d,1381.1
2019-09-25,6d5c0f3a,206.31
2019-09-25,03ad299e,702.15
2019-09-25,f86e7f85,2096.92
2019-09-25,7c96a8da,2737.64
2019-09-25,77d3ae82,1407.87
2019-09-25,953f024e,1333.71
2019-09-25,d6e3dc6b,1636.61
2019-09-25,60a467f8,1130.5
2019-09-25,6f362a61,793.59
2019-09-25,aa4d9791,855.4
2019-09-25,0ef6cf31,2126.11
2019-09-25,158e30b6,1249.92
2019-09-25,86d58470,142.78
2019-09-25,fdcf3ec5,1332.09
2019-09-25,3674e47c,1468.11
2019-09-25,6fa956df,784.97
2019-09-25,49a27a8c,434.02
2019-09-25,8ecc4ea7,1545.58
2019-09-25,e736ba5d,1802.85
2019-09-25,1ec17bcb,1361.66
2019-09-25,f4764585,1984.23
2019-09-25,7641224e,2328.09
2019-09-25,21083fe9,3967.59
2019-09-25,2a2e3796,2578.36
2019-09-25,dc0242cd,1232.3
2019-09-25,367ff926,1155.45
2019-09-25,0f435173,2720.62
2019-09-25,aa2de5b6,1888.58
2019-09-25,528d9cff,741.15
2019-09-25,4230361c,581.42
2019-09-25,aee81942,2197.49
2019-09-25,c8c71204,1661.8
2019-09-25,047edd4d,818.82
2019-09-25,e129c4bf,1519.44
2019-09-25,7e701719,3395.04
2019-09-25,f7577ae9,320.32
2019-09-25,2bfe7621,1056.26
2019-09-25,722aa0d5,462.28
2019-09-25,785c1948,766.36
2019-09-25,a1e0ce88,340.95
2019-09-25,c720b985,1858.62
2019-09-25,a1193aba,1385.6
2019-09-25,83aa2744,2364.82
2019-09-25,2bcee1f9,1421.5
2019-09-25,a4b3ec15,2044.11
2019-09-25,d749f7e0,1152.47
2019-09-25,fdc3c68d,1188.83
2019-09-25,d075be3d,863.47
2019-09-25,e5dd56b9,912.41
2019-09-25,733f4982,2385.45
2019-09-25,677c489b,1352.25
2019-09-25,4c437167,1693.83
2019-09-25,97c23de4,3127.42
2019-09-25,ebce9a73,425.8
2019-09-25,8ce1c0c5,1926.73
2019-09-25,bfacfbf0,1926.17
2019-09-25,cf48c632,308.16
2019-09-25,55f0281b,468.84
2019-09-25,7dfc933f,1573.45
2019-09-25,31d98a6a,758.36
2019-09-25,7f247171,1508.63
2019-09-25,09ced772,2178.72
2019-09-25,fa43322a,2913.22
2019-09-25,69d0a9b3,625.93
2019-09-25,14baa982,1390.64
2019-09-25,5ee3ad1d,896.87
2019-09-25,61a123f8,865.04
2019-09-25,89d58076,207.87
2019-09-25,8ec0400b,1375.47
2019-09-25,a6d13cea,1363.1
2019-09-25,1fbbaa65,239.51
2019-09-25,c8575c03,2500.33
2019-09-25,829c4f6b,1649.32
2019-09-25,8e351335,1813.25
2019-09-25,78f0fbc7,2921.69
2019-09-25,dda1674e,1504.62
2019-09-25,5795f5b1,898.41
2019-09-25,73ac53dc,823.25
2019-09-25,745365ef,1633.81
2019-09-25,aa86fa16,1963.34
2019-09-25,6af326d8,1426.6
2019-09-25,f8f359db,464.26
2019-09-25,f6580645,1046.87
2019-09-25,b657483d,1868.61
2019-09-25,05065d8d,725.06
2019-09-25,ee4130cb,298.46
2019-09-25,bc7eaa47,1461.85
2019-09-25,df29eacd,415.5
2019-09-25,2795e32e,1340.03
2019-09-25,077ef06b,2081.94
2019-09-25,17d73797,1749.06
2019-09-25,903d9cff,1767.08
2019-09-25,319ed717,950.72
2019-09-25,a72fb910,3217.09
2019-09-25,af20bca1,1074.21
2019-09-25,509fce59,931.14
2019-09-25,8e89ccd1,2036.99
2019-09-25,14ef30b8,714.11
2019-09-25,2496461c,2193.23
2019-09-25,335bf47b,408.98
2019-09-25,eac052c5,1446.86
2019-09-25,573b3140,412.0
2019-09-25,f33d73ff,2319.56
2019-09-25,257803a3,1893.54
2019-09-26,8f40b54f,367.3
2019-09-26,e28e301a,1823.32
2019-09-26,438b7061,2425.7
2019-09-26,51fefc12,546.6
2019-09-26,25889643,150.38
2019-09-26,d6f5a85d,1601.02
2019-09-26,6ce8243f,402.16
2019-09-26,e4aa83b4,2789.23
2019-09-26,ac1d8f46,1308.61
2019-09-26,48f290b8,1098.94
2019-09-26,6b5103d3,1735.92
2019-09-26,f090045a,2571.77
2019-09-26,0b92562a,1028.4
2019-09-26,7d04626d,2084.17
2019-09-26,6d5c0f3a,272.82
2019-09-26,03ad299e,831.02
2019-09-26,f86e7f85,1620.81
2019-09-26,7c96a8da,2368.75
2019-09-26,953f024e,1037.18
2019-09-26,d6e3dc6b,2043.44
2019-09-26,60a467f8,1269.44
2019-09-26,6f362a61,693.75
2019-09-26,aa4d9791,1048.82
2019-09-26,0ef6cf31,2098.26
2019-09-26,158e30b6,1485.97
2019-09-26,86d58470,231.94
2019-09-26,fdcf3ec5,1629.02
2019-09-26,3674e47c,2026.07
2019-09-26,6fa956df,751.63
2019-09-26,49a27a8c,800.17
2019-09-26,8ecc4ea7,1558.27
2019-09-26,e736ba5d,2121.4
2019-09-26,1ec17bcb,1537.84
2019-09-26,f4764585,2704.75
2019-09-26,7641224e,2821.77
2019-09-26,2a2e3796,2786.78
2019-09-26,dc0242cd,1977.39
2019-09-26,367ff926,1250.35
2019-09-26,0f435173,4465.0
2019-09-26,aa2de5b6,1419.19
2019-09-26,528d9cff,757.77
2019-09-26,4230361c,588.6
2019-09-26,aee81942,2283.16
2019-09-26,c8c71204,1642.8
2019-09-26,047edd4d,714.99
2019-09-26,e129c4bf,1788.39
2019-09-26,7e701719,3705.0
2019-09-26,a16ef134,2726.31
2019-09-26,f7577ae9,369.62
2019-09-26,2bfe7621,972.3
2019-09-26,722aa0d5,552.98
2019-09-26,785c1948,1002.57
2019-09-26,a1e0ce88,482.13
2019-09-26,c720b985,1691.74
2019-09-26,a1193aba,1238.28
2019-09-26,83aa2744,1770.29
2019-09-26,2bcee1f9,1301.63
2019-09-26,a4b3ec15,1787.97
2019-09-26,d749f7e0,1115.69
2019-09-26,fdc3c68d,1860.44
2019-09-26,d075be3d,1125.47
2019-09-26,44b90490,164.14
2019-09-26,e5dd56b9,1251.78
2019-09-26,733f4982,3057.12
2019-09-26,677c489b,2082.4
2019-09-26,4c437167,2413.46
2019-09-26,97c23de4,3263.76
2019-09-26,ebce9a73,664.49
2019-09-26,8ce1c0c5,1278.03
2019-09-26,bfacfbf0,2477.18
2019-09-26,cf48c632,236.81
2019-09-26,55f0281b,427.01
2019-09-26,7dfc933f,3471.32
2019-09-26,31d98a6a,1256.5
2019-09-26,09ced772,2622.74
2019-09-26,fa43322a,2331.97
2019-09-26,69d0a9b3,723.93
2019-09-26,14baa982,1843.49
2019-09-26,5ee3ad1d,1124.98
2019-09-26,61a123f8,1080.84
2019-09-26,89d58076,222.7
2019-09-26,8ec0400b,1779.93
2019-09-26,a6d13cea,2091.61
2019-09-26,1fbbaa65,449.95
2019-09-26,c8575c03,2288.79
2019-09-26,8e351335,1376.11
2019-09-26,78f0fbc7,2165.79
2019-09-26,dda1674e,1537.9
2019-09-26,5795f5b1,909.75
2019-09-26,73ac53dc,945.68
2019-09-26,745365ef,2034.41
2019-09-26,aa86fa16,2676.28
2019-09-26,6af326d8,1382.43
2019-09-26,f8f359db,823.58
2019-09-26,f6580645,1229.39
2019-09-26,b657483d,2102.03
2019-09-26,05065d8d,1312.13
2019-09-26,ee4130cb,261.8
2019-09-26,bc7eaa47,2572.01
2019-09-26,5fa00ef2,3223.15
2019-09-26,df29eacd,751.57
2019-09-26,2795e32e,2285.79
2019-09-26,077ef06b,4360.65
2019-09-26,17d73797,2445.17
2019-09-26,903d9cff,2112.07
2019-09-26,319ed717,1167.09
2019-09-26,a72fb910,3714.0
2019-09-26,af20bca1,1213.19
2019-09-26,509fce59,1068.94
2019-09-26,8e89ccd1,2712.85
2019-09-26,14ef30b8,926.91
2019-09-26,2496461c,1911.15
2019-09-26,a637f4f2,1381.29
2019-09-26,335bf47b,258.04
2019-09-26,eac052c5,1765.12
2019-09-26,573b3140,355.71
2019-09-26,f33d73ff,2391.52
2019-09-26,257803a3,2352.75
2019-09-27,8f40b54f,427.85
2019-09-27,438b7061,2693.13
2019-09-27,51fefc12,554.74
2019-09-27,25889643,183.99
2019-09-27,6ce8243f,427.18
2019-09-27,e4aa83b4,2048.47
2019-09-27,ac1d8f46,1055.38
2019-09-27,48f290b8,1581.5
2019-09-27,6b5103d3,2185.85
2019-09-27,0b92562a,1248.99
2019-09-27,7d04626d,2122.72
2019-09-27,6d5c0f3a,304.37
2019-09-27,03ad299e,694.92
2019-09-27,f86e7f85,1849.71
2019-09-27,7c96a8da,2634.97
2019-09-27,77d3ae82,1340.03
2019-09-27,953f024e,1633.34
2019-09-27,d6e3dc6b,1993.43
2019-09-27,60a467f8,1081.39
2019-09-27,6f362a61,992.34
2019-09-27,aa4d9791,1324.17
2019-09-27,0ef6cf31,2338.71
2019-09-27,158e30b6,1547.91
2019-09-27,86d58470,274.57
2019-09-27,fdcf3ec5,1632.26
2019-09-27,3674e47c,1735.88
2019-09-27,6fa956df,943.19
2019-09-27,49a27a8c,696.35
2019-09-27,8ecc4ea7,1745.68
2019-09-27,e736ba5d,2174.38
2019-09-27,1ec17bcb,1661.48
2019-09-27,f4764585,2205.59
2019-09-27,7641224e,2800.2
2019-09-27,21083fe9,3989.79
2019-09-27,2a2e3796,3589.92
2019-09-27,dc0242cd,2412.6
2019-09-27,0f435173,3697.55
2019-09-27,aa2de5b6,2069.44
2019-09-27,528d9cff,990.5
2019-09-27,4230361c,671.14
2019-09-27,aee81942,2411.32
2019-09-27,c8c71204,1680.33
2019-09-27,047edd4d,698.29
2019-09-27,e129c4bf,2378.48
2019-09-27,7e701719,3465.06
2019-09-27,a16ef134,2988.38
2019-09-27,f7577ae9,342.75
2019-09-27,2bfe7621,956.25
2019-09-27,722aa0d5,543.42
2019-09-27,785c1948,840.76
2019-09-27,a1e0ce88,454.73
2019-09-27,c720b985,2254.92
2019-09-27,a1193aba,1784.95
2019-09-27,83aa2744,2133.05
2019-09-27,2bcee1f9,1812.42
2019-09-27,a4b3ec15,2375.86
2019-09-27,d749f7e0,1266.47
2019-09-27,fdc3c68d,1874.01
2019-09-27,d075be3d,1136.27
2019-09-27,44b90490,190.69
2019-09-27,e5dd56b9,944.15
2019-09-27,733f4982,2556.77
2019-09-27,677c489b,1514.03
2019-09-27,4c437167,2591.58
2019-09-27,97c23de4,3278.91
2019-09-27,ebce9a73,467.43
2019-09-27,8ce1c0c5,1639.46
2019-09-27,cf48c632,338.3
2019-09-27,55f0281b,681.56
2019-09-27,7dfc933f,2715.91
2019-09-27,31d98a6a,1153.08
2019-09-27,7f247171,1697.17
2019-09-27,fa43322a,2916.21
2019-09-27,69d0a9b3,875.85
2019-09-27,14baa982,1605.62
2019-09-27,5ee3ad1d,1295.97
2019-09-27,61a123f8,1173.34
2019-09-27,89d58076,294.06
2019-09-27,8ec0400b,2210.52
2019-09-27,a6d13cea,1880.55
2019-09-27,1fbbaa65,244.3
2019-09-27,c8575c03,2286.86
2019-09-27,829c4f6b,2320.22
2019-09-27,8e351335,1689.37
2019-09-27,78f0fbc7,2850.66
2019-09-27,dda1674e,1926.42
2019-09-27,5795f5b1,920.15
2019-09-27,73ac53dc,870.71
2019-09-27,745365ef,1873.77
2019-09-27,aa86fa16,2132.4
2019-09-27,6af326d8,1725.86
2019-09-27,f8f359db,851.96
2019-09-27,f6580645,1362.94
2019-09-27,b657483d,2787.81
2019-09-27,05065d8d,1222.22
2019-09-27,ee4130cb,360.69
2019-09-27,bc7eaa47,2541.71
2019-09-27,5fa00ef2,3353.71
2019-09-27,df29eacd,711.92
2019-09-27,2795e32e,1794.18
2019-09-27,077ef06b,3598.65
2019-09-27,17d73797,2325.63
2019-09-27,903d9cff,1733.32
2019-09-27,319ed717,903.43
2019-09-27,a72fb910,2614.18
2019-09-27,af20bca1,1326.3
2019-09-27,509fce59,950.88
2019-09-27,8e89ccd1,2823.0
2019-09-27,14ef30b8,1036.92
2019-09-27,2496461c,2611.56
2019-09-27,a637f4f2,1511.45
2019-09-27,335bf47b,459.91
2019-09-27,eac052c5,2348.09
2019-09-27,573b3140,384.03
2019-09-27,f33d73ff,2408.5
2019-09-27,257803a3,2755.08
2019-09-28,8f40b54f,319.33
2019-09-28,e28e301a,1831.05
2019-09-28,438b7061,2332.09
2019-09-28,51fefc12,518.4
2019-09-28,25889643,140.62
2019-09-28,d6f5a85d,1135.44
2019-09-28,6ce8243f,255.59
2019-09-28,e4aa83b4,2056.85
2019-09-28,ac1d8f46,687.83
2019-09-28,48f290b8,923.11
2019-09-28,6b5103d3,1529.02
2019-09-28,f090045a,2138.67
2019-09-28,0b92562a,891.08
2019-09-28,7d04626d,1370.46
2019-09-28,6d5c0f3a,173.19
2019-09-28,03ad299e,574.17
2019-09-28,f86e7f85,1769.29
2019-09-28,7c96a8da,2246.32
2019-09-28,77d3ae82,1409.25
2019-09-28,953f024e,1068.2
2019-09-28,d6e3dc6b,1554.46
2019-09-28,60a467f8,1193.31
2019-09-28,6f362a61,759.82
2019-09-28,aa4d9791,1111.03
2019-09-28,0ef6cf31,1578.25
2019-09-28,158e30b6,978.88
2019-09-28,86d58470,182.64
2019-09-28,fdcf3ec5,1285.34
2019-09-28,3674e47c,1438.86
2019-09-28,6fa956df,935.27
2019-09-28,49a27a8c,443.99
2019-09-28,8ecc4ea7,1376.43
2019-09-28,e736ba5d,1947.32
2019-09-28,1ec17bcb,1534.56
2019-09-28,f4764585,1769.68
2019-09-28,21083fe9,3208.28
2019-09-28,2a2e3796,3091.2
2019-09-28,dc0242cd,1401.01
2019-09-28,367ff926,1047.59
2019-09-28,0f435173,2386.67
2019-09-28,aa2de5b6,1916.8
2019-09-28,528d9cff,829.34
2019-09-28,4230361c,574.41
2019-09-28,aee81942,2517.39
2019-09-28,c8c71204,1235.51
2019-09-28,047edd4d,827.49
2019-09-28,e129c4bf,1761.75
2019-09-28,7e701719,2197.47
2019-09-28,a16ef134,2673.53
2019-09-28,f7577ae9,401.81
2019-09-28,2bfe7621,599.7
2019-09-28,722aa0d5,519.2
2019-09-28,785c1948,834.8
2019-09-28,a1e0ce88,382.57
2019-09-28,c720b985,2801.9
2019-09-28,83aa2744,1759.08
2019-09-28,2bcee1f9,1074.37
2019-09-28,a4b3ec15,1230.46
2019-09-28,d749f7e0,1034.63
2019-09-28,fdc3c68d,1183.4
2019-09-28,d075be3d,707.4
2019-09-28,44b90490,149.37
2019-09-28,e5dd56b9,638.04
2019-09-28,733f4982,2095.76
2019-09-28,677c489b,1185.47
2019-09-28,4c437167,1550.84
2019-09-28,97c23de4,2494.57
2019-09-28,ebce9a73,354.29
2019-09-28,8ce1c0c5,1619.56
2019-09-28,bfacfbf0,1524.67
2019-09-28,cf48c632,195.65
2019-09-28,55f0281b,395.88
2019-09-28,7dfc933f,1758.57
2019-09-28,31d98a6a,1351.76
2019-09-28,7f247171,1701.19
2019-09-28,09ced772,1776.36
2019-09-28,fa43322a,2376.0
2019-09-28,69d0a9b3,641.69
2019-09-28,14baa982,1101.03
2019-09-28,5ee3ad1d,1402.69
2019-09-28,61a123f8,1122.93
2019-09-28,89d58076,180.8
2019-09-28,8ec0400b,1490.81
2019-09-28,a6d13cea,1579.53
2019-09-28,1fbbaa65,286.27
2019-09-28,c8575c03,1852.36
2019-09-28,829c4f6b,2071.43
2019-09-28,8e351335,1612.06
2019-09-28,78f0fbc7,1938.54
2019-09-28,dda1674e,1432.63
2019-09-28,5795f5b1,550.2
2019-09-28,73ac53dc,670.51
2019-09-28,745365ef,2001.94
2019-09-28,aa86fa16,1736.14
2019-09-28,6af326d8,1234.02
2019-09-28,f8f359db,633.93
2019-09-28,f6580645,857.04
2019-09-28,b657483d,2062.46
2019-09-28,05065d8d,1315.16
2019-09-28,ee4130cb,365.14
2019-09-28,bc7eaa47,1477.67
2019-09-28,5fa00ef2,2200.07
2019-09-28,df29eacd,562.59
2019-09-28,2795e32e,1348.74
2019-09-28,077ef06b,3299.97
2019-09-28,17d73797,1582.42
2019-09-28,319ed717,600.03
2019-09-28,a72fb910,2154.38
2019-09-28,af20bca1,956.88
2019-09-28,509fce59,715.49
2019-09-28,8e89ccd1,2668.08
2019-09-28,14ef30b8,751.42
2019-09-28,2496461c,1786.76
2019-09-28,a637f4f2,1201.54
2019-09-28,eac052c5,1863.98
2019-09-28,573b3140,376.46
2019-09-28,f33d73ff,1830.64
2019-09-29,8f40b54f,388.39
2019-09-29,e28e301a,2007.07
2019-09-29,438b7061,2632.38
2019-09-29,51fefc12,493.79
2019-09-29,25889643,139.0
2019-09-29,d6f5a85d,1167.47
2019-09-29,6ce8243f,344.45
2019-09-29,e4aa83b4,2526.66
2019-09-29,ac1d8f46,988.93
2019-09-29,48f290b8,1046.48
2019-09-29,6b5103d3,1836.25
2019-09-29,f090045a,2732.44
2019-09-29,0b92562a,1053.23
2019-09-29,7d04626d,1384.06
2019-09-29,6d5c0f3a,248.03
2019-09-29,03ad299e,585.25
2019-09-29,f86e7f85,1889.11
2019-09-29,7c96a8da,2255.62
2019-09-29,77d3ae82,1262.84
2019-09-29,953f024e,1350.13
2019-09-29,d6e3dc6b,2186.35
2019-09-29,60a467f8,1072.03
2019-09-29,6f362a61,719.94
2019-09-29,aa4d9791,1366.55
2019-09-29,0ef6cf31,1600.17
2019-09-29,158e30b6,1308.94
2019-09-29,86d58470,251.63
2019-09-29,fdcf3ec5,1768.7
2019-09-29,3674e47c,2177.63
2019-09-29,6fa956df,995.79
2019-09-29,49a27a8c,631.72
2019-09-29,8ecc4ea7,1764.0
2019-09-29,e736ba5d,2051.66
2019-09-29,1ec17bcb,1757.26
2019-09-29,f4764585,2111.01
2019-09-29,7641224e,2714.63
2019-09-29,21083fe9,3599.64
2019-09-29,2a2e3796,3478.77
2019-09-29,dc0242cd,1851.32
2019-09-29,367ff926,1284.4
2019-09-29,0f435173,2883.54
2019-09-29,aa2de5b6,1998.27
2019-09-29,528d9cff,813.53
2019-09-29,4230361c,745.15
2019-09-29,aee81942,3203.44
2019-09-29,c8c71204,1698.53
2019-09-29,047edd4d,958.7
2019-09-29,e129c4bf,2104.0
2019-09-29,7e701719,2668.13
2019-09-29,a16ef134,3435.13
2019-09-29,f7577ae9,426.1
2019-09-29,2bfe7621,802.64
2019-09-29,722aa0d5,752.32
2019-09-29,785c1948,861.97
2019-09-29,a1e0ce88,403.69
2019-09-29,c720b985,1958.14
2019-09-29,a1193aba,1561.42
2019-09-29,83aa2744,2289.93
2019-09-29,2bcee1f9,1517.37
2019-09-29,a4b3ec15,2061.55
2019-09-29,d749f7e0,1040.96
2019-09-29,d075be3d,629.05
2019-09-29,44b90490,154.3
2019-09-29,e5dd56b9,1208.55
2019-09-29,733f4982,2632.9
2019-09-29,677c489b,1325.42
2019-09-29,4c437167,1684.79
2019-09-29,97c23de4,2840.64
2019-09-29,ebce9a73,345.69
2019-09-29,8ce1c0c5,1707.63
2019-09-29,bfacfbf0,1523.12
2019-09-29,cf48c632,175.86
2019-09-29,7dfc933f,3309.68
2019-09-29,31d98a6a,1041.16
2019-09-29,7f247171,1920.62
2019-09-29,09ced772,1799.94
2019-09-29,fa43322a,2047.87
2019-09-29,69d0a9b3,707.96
2019-09-29,14baa982,1388.56
2019-09-29,5ee3ad1d,1482.56
2019-09-29,61a123f8,875.23
2019-09-29,89d58076,224.75
2019-09-29,8ec0400b,1812.32
2019-09-29,a6d13cea,1779.21
2019-09-29,1fbbaa65,308.97
2019-09-29,c8575c03,2013.02
2019-09-29,829c4f6b,1940.18
2019-09-29,8e351335,1526.11
2019-09-29,78f0fbc7,2083.4
2019-09-29,dda1674e,1777.48
2019-09-29,5795f5b1,1073.34
2019-09-29,73ac53dc,865.01
2019-09-29,745365ef,2047.28
2019-09-29,aa86fa16,2226.11
2019-09-29,6af326d8,1835.75
2019-09-29,f6580645,1265.69
2019-09-29,b657483d,2264.27
2019-09-29,ee4130cb,276.32
2019-09-29,bc7eaa47,1800.02
2019-09-29,5fa00ef2,1681.67
2019-09-29,df29eacd,642.55
2019-09-29,2795e32e,1947.36
2019-09-29,077ef06b,3175.44
2019-09-29,17d73797,2023.76
2019-09-29,903d9cff,2118.29
2019-09-29,319ed717,753.4
2019-09-29,a72fb910,2425.87
2019-09-29,af20bca1,1348.42
2019-09-29,509fce59,865.22
2019-09-29,8e89ccd1,3695.38
2019-09-29,14ef30b8,1057.72
2019-09-29,2496461c,2096.54
2019-09-29,a637f4f2,1304.39
2019-09-29,335bf47b,418.19
2019-09-29,eac052c5,1796.38
2019-09-29,573b3140,360.62
2019-09-29,f33d73ff,2176.09
2019-09-30,8f40b54f,359.07
2019-09-30,e28e301a,1347.73
2019-09-30,438b7061,3099.13
2019-09-30,51fefc12,518.46
2019-09-30,25889643,160.09
2019-09-30,d6f5a85d,1483.44
2019-09-30,6ce8243f,295.04
2019-09-30,e4aa83b4,2185.78
2019-09-30,ac1d8f46,1065.42
2019-09-30,48f290b8,1125.2
2019-09-30,6b5103d3,1597.82
2019-09-30,f090045a,2573.37
2019-09-30,0b92562a,1112.78
2019-09-30,7d04626d,1718.56
2019-09-30,6d5c0f3a,241.38
2019-09-30,03ad299e,621.55
2019-09-30,f86e7f85,1986.64
2019-09-30,7c96a8da,2912.38
2019-09-30,77d3ae82,1232.49
2019-09-30,d6e3dc6b,2716.7
2019-09-30,60a467f8,1050.39
2019-09-30,6f362a61,773.03
2019-09-30,aa4d9791,875.74
2019-09-30,0ef6cf31,2458.5
2019-09-30,158e30b6,1362.56
2019-09-30,86d58470,281.05
2019-09-30,fdcf3ec5,1213.05
2019-09-30,3674e47c,1957.62
2019-09-30,6fa956df,755.76
2019-09-30,49a27a8c,545.72
2019-09-30,8ecc4ea7,1835.78
2019-09-30,e736ba5d,2200.12
2019-09-30,1ec17bcb,1807.96
2019-09-30,f4764585,1926.04
2019-09-30,7641224e,2322.19
2019-09-30,21083fe9,3928.99
2019-09-30,2a2e3796,3649.09
2019-09-30,dc0242cd,1728.32
2019-09-30,367ff926,1439.57
2019-09-30,0f435173,3433.57
2019-09-30,aa2de5b6,2003.6
2019-09-30,528d9cff,689.19
2019-09-30,aee81942,3216.3
2019-09-30,c8c71204,1890.41
2019-09-30,047edd4d,623.39
2019-09-30,e129c4bf,1745.63
2019-09-30,7e701719,3430.61
2019-09-30,a16ef134,2380.53
2019-09-30,f7577ae9,304.91
2019-09-30,2bfe7621,857.88
2019-09-30,722aa0d5,628.59
2019-09-30,785c1948,605.68
2019-09-30,a1e0ce88,323.98
2019-09-30,c720b985,2305.23
2019-09-30,a1193aba,1187.99
2019-09-30,a4b3ec15,1927.62
2019-09-30,d749f7e0,1136.76
2019-09-30,fdc3c68d,1643.63
2019-09-30,d075be3d,873.53
